restaurant_name,rating,address,cuisine,postal_code
Heng Kee,3.3,418 Yishun Avenue 11; #01-385 Coffee Station; 760418,Chinese,760418
Tropical Drinks Station,3.2,117 Aljunied Avenue 2; #01-35 Aljunied Ave 2 Market and Food Centre 380117,Beverages,380117
Kallang Loy Kee,3.2,17 Upper Boon Keng; 64 Upper Boon Keng Market & Food Centre 380017,Hainanese,380017
Idaten Udon,3.2,5 Changi Business Park Central 1; #B1-12 City Point; Changi 486038,Teppanyaki,486038
Yi Kou Wei,3.3,4 Tampines Central 5; #B1-K12 Tampines Mall 529510,Asian,529510
Shan Yuan Vegetarian,3.3,105 Hougang Avenue 1; #02-03 Hainanese Village Centre; Hougang 530105,Hainanese,530105
Hock Kee Food Stall,3.3,1 Kadayanallur Street; #01-23 Maxwell Food Centre 069184,Chinese,069184
Noodle Cafe,3,1 Rochor Canal Road; #01-06 Sim Lim Square 188504,Thai,188504
Char,4.1,363 Jalan Besar 208994,Chinese,208994
Chuan Garden Restaurant,2.7,79 Pagoda Street 059238,Sichuan,059238
Hai Xian Zhu Zhou,3,163a Gangsa Road; #01-01 Choh Dee Place,Chinese,Place
Me At Oue,4.3,50 Collyer Quay; Level Oue The Rooftop Bayfront 049321,Chinese,049321
Ju Bao Hong Kong Cuisine,2.9,101 Thomson Road; #b1-15/16 United Square,Chinese,Square
Marina South Curry House,2.9,100 AM 100 Tras Street; #03-14 079027,Chinese,079027
Lao Jiang Superior Kway Teow Soup,2.9,2 Cheong Chin Nam Road 599727,Chinese,599727
Ma Bo Lor Mee,2.9,270 Queen Street; #01-67 Albert Centre 180270,Chinese,180270
Treasures Yi Dian Xin,2.8,252 North Bridge Road; #B1-37 Raffles City Shopping Centre; Downtown Core; Singapore 179103,Chinese,179103
Pao Xiang,2.6,444 Upper Bukit Timah Road; Rail Mall 678066,Malaysian,678066
Mui Tin Hiang Food Stall,3,221A/B Boon Lay Place; #01-118 Food Village 642221,Teochew,642221
Choon Seng Hng Restaurant,2.6,1 Choa Chu Kang Grove; #02-02 ITE College West 688236,Chinese,688236
Macau Express,2.6,1 Expo Drive; #01-43 Singapore Expo 486150,Chinese,486150
Chua Seng Huat Seafood Restaurant,2.5,9 Toa Payoh Industrial Park; #01-1209 319061,Seafood,319061
9 Goubuli,2.8,2 Bayfront Avenue; B2-02 Canal Level; The Shoppes At Marina Bay Sands 018972,Chinese,018972
Min Xing Mei Shi,2.9,32 New Market Road; #01-1150 People'south Park Complex Food Centre 050032,Chinese,050032
Bukit Room,2.9,240 Sime Road; Level Singapore Island Country Club 288303,Chinese,288303
Sakura Cuisine,2.8,14 Scotts Road; #05-36 Far East Plaza 228213,Thai,228213
Earth Kitchen,3,10 Anson Road; #01-50A International Plaza 079903,Chinese,079903
Kublai Khan Mongolian Bbq Restaurant,2.6,9 Penang Road; #04-01 Park Mall 238459,BBQ,238459
Hong Kong Egglet,2.9,1 Woodlands Square; #01-k10 Causeway Point 738099,Chinese,738099
Yi Jia Chun,3,24 Raffles Place; #B1-03 Clifford Centre 048621,Chinese,048621
Hai Siang Joo Seafood Restaurant,2.9,29 Tuas West Avenue; Pioneer Food Village 638427,Seafood,638427
Jin Fu Seafood Restaurant,2.6,844 Tampines Street 82; #01-131 520844,Seafood,520844
Hainanese Chicken Rice & Curry Chicken Noodle,2.9,505 Beach Road; #B1-53 Golden Mile Food Centre 199583,Hainanese,199583
Music Cafe by Swee Lee,2.8,2 Orchard Link 237978,Fusion,237978
Penang Hai Beng Hainan Lor Mee,2.8,8 Sentosa Gateway; Level 01 Resorts World; Sentosa 098269,Hokkien,098269
Guang Xing Original Taste Fish Head Bee Hoon,2.7,2 Changi Village Road #01-31 Changi Village Hawker Centre 500002,Seafood,500002
Jin Xiang Ji Seafood Restaurant,2.9,134 Casuarina Road 579522,Seafood,579522
Ah Seah Teochew Porridge,2.7,9 Yio Chu Kang Road; Kovan Centre 545523,Teochew,545523
Udon King,2.7,53 Ang Mo Kio Avenue 3; #B1-22 Amk Hub 569933,Chinese,569933
Yuet Loy,2.9,335 Smith Street; #02-151 Chinatown Complex Market 050335,Seafood,050335
Pontian Wanton Noodles,2.7,20 New Upper Changi Road; #01-32 Bedok Interchange Food Centre,Malaysian,Centre
Xing Hua Restaurant,2.9,276 Race Course Road 218628,Chinese,218628
Darul Aman,2.8,4a Eunos Crescent; #01-10 Market Food Centre 402004,Malaysian,402004
Penang Ah Long Lor Bak,2.7,8 Sentosa Gateway; Level 01 Resorts World; Sentosa 098269,Malaysian,098269
Fu Chan Food Paradise,2.8,505 Canberra Link 750505,Asian,750505
Hong Li Seafood Garden,2.9,118 Depot Lane; #01-02 Industrial Estate 109754,Hokkien,109754
Shanghai Family Restaurant,2.8,749 Geylang Road 389655,Chinese,389655
Hao Xiang Seafood Garden,2.8,168 Punggol Field; #01-01 Punggol Plaza 820168,Seafood,820168
Kheng Fatt Hainanese Beef Noodle,2.9,505 Beach Road; #01-89 Golden Mile Food Centre 199583,Hainanese,199583
Lai Lai Kitchen,2.9,1 Jurong West Central 2; #03-08 Jurong Point 648886,Chinese,648886
Xin Kee Hainanese Chicken Rice,2.9,17 Upper Boon Keng Road; #01-20 Upper Boon Keng Market and Food Centre 380017,Seafood,380017
Aquamarine,4,6 Raffles Boulevard; Level 4 Marina Mandarin 039594,Asian,039594
Good Luck Kitchen,2.9,15 Woodlands Loop; #03-24 738322,Chinese,738322
Jologs Xpress,3,10 Sinaran Drive; #B1-121/123 Square 2; Novena 307506,Filipino,307506
Glory Catering,2.9,139 East Coast Road 428829,Peranakan,428829
Jia Xiang Mee Village,2.9,63 Jurong West Central 3; #03-90/9 Jurong Point; Jurong West 648331,Malaysian,648331
Straits Chinese Restaurant,2.6,133 Cecil Street; #B1-01 Keck Seng Tower 069535,Peranakan,069535
Lock Curry Rice,2.8,861 North Bridge Road; #01-109 Food Centre 198783,Chinese,198783
Shou La Shou Beijing Restaurant,2.9,63 Jurong West Central 3; #03-37a Jurong Point; Jurong West 648331,Chinese,648331
Zhu Chuan Bak Kut Teh,2.7,335 Smith Street; #02-124 Chinatown Complex Market 050335,Chinese,050335
Ang Mo Kio Curry Rice,2.8,341 Ang Mo Kio Avenue 1; #01-25 Teck Ghee Court,Seafood,Court
Selamat Datang,2.8,2 Adam Road; Adam Food Centre 289876,Indonesian,289876
Old Village Cafe,2.6,327 Upper Paya Lebar Road; Quemoy Building 534947,Peranakan,534947
Chuen Chuen,2.8,17 Upper East Coast Road; Crescendo Building 455208,Chinese,455208
Shan Tou Shi Teochew Fish Head Seafood,2.8,203 Hougang Street 21 530203,Seafood,530203
Tomikawa Japanese Food,2.8,7 Maxwell Road; #01-08 Amoy Street Food Centre 069111,Japanese,069111
Crystal Jade Viet Cafe,2.6,201 Victoria Street; #04-05 Bugis+; 188067,Chinese,188067
Magic Wok Restaurant,2.8,4 Changi Village Road; #01-2078 500004,Thai,500004
Hup Lee Fried Mee Hoon,2.7,127 Lorong 1 Toa Payoh; #02-35 Toa Payoh West Market; 310127,Chinese,310127
Le Restaurant & Bar,2.8,80/82 Telok Ayer Street; #01-01 Far East Square 048466,Chinese,048466
Keng Chye Eating House,2.7,7 Keppel Road; #01-16 Tanjong Pagar Complex 089053,Chinese,089053
Song Lee Teochew Fish Porridge,2.7,505 Jurong West Street 52; #01-32 Market and Food Centre 640505,Teochew,640505
Joo Huat Cold & Hot Drinks,2.6,505 Jurong West Street 52; #01-23 Jurong West Food Centre; Jurong West 640505,Juices,640505
Afandi Hawa & Family,2.8,14 Haig Road; #01-21 Cooked Food Centre 430014,Indonesian,430014
Shi Mei Restaurant,2.9,146 Potong Pasir Avenue 1; #01-135 350146,Chinese,350146
Grand Stewed Herbal Soup Bbq,3,335 Smith Street; #02-136 Chinatown Complex Market 050335,Seafood,050335
Alrahman Kitchen,2.8,1 Geylang Serai; #02-139 Food Centre; Geylang 402001,Malaysian,402001
Xian De Lai,2.9,18 Liang Seah Street; Liang Seah Street 189039,Chinese,189039
Chakey’s Baked Chicken,2.9,97 East Coast Road 428794,Chinese,428794
Stone Age,2.9,218 Bedok North Street 1; 01-01 Suite 460218,Chinese,460218
Havelock Porridge,2.9,715 Havelock Road; Lim Joo Hin Eating House 169642,Chinese,169642
Kheng Hai Hui Boneless Chicken,2.7,51 Old Airport Road; #01-18 Food Centre 390051,Hainanese,390051
Let's Clap,2.9,398 Upper Bukit Timah Road; The Rail Mall 678049,Seafood,678049
Orchid Seafood Restaurant,2.9,34 Whampoa West; #01-27 Bendemeer Ville 330034,Seafood,330034
House Of Soup,2.8,51 Old Airport Road; 22 Food Centre 390051,Chinese,390051
Tom Ton,2.7,6 Eu Tong Sen Street; #03-88 The Central 059817,Chinese,059817
Huan Xi Canton Cuisine,2.8,335 Smith Street; #02- Chinatown Complex Market 050335,Seafood,050335
Malaysia Peddler Sidewalk,2.8,233 Yishun Street 21; #01-472 760233,Chinese,760233
Chop Kai Wah Restaurant,2.7,1 Jalan Legundi 759263,Chinese,759263
Penang Delight,2.9,711 Ang Mo Kio Avenue 8; #01-08 S-11 Food Centre 560711,Malaysian,560711
Sin Bee Keng Restaurant,2.9,74 Whampoa Drive; #01-310 320074,Chinese,320074
Tai Fatt Hou Cuisine,3,28 Hoy Fatt Road 151028,Chinese,151028
Han's Bak Kut Teh,2.8,1220 East Coast Parkway; 42 East Coast Lagoon Food Village 468960,Teochew,468960
Tian Jin Fong Kee,2.9,32 New Market Road; #01-1148 People's Park Complex Food 050032,Chinese,050032
Chao Shan Cuisine,2.4,17 Phillip Street; #01-01 Grand Building,Teochew,Building
Chicken Run,2.4,60 Paya Lebar Road; #02-18/19 Square; Paya Lebar 409051,Chinese,409051
Authentic Thai,2.1,7 Maxwell Road; #01-35 Amoy Street Food Centre 069111,Thai,069111
Dao Of Vegetarian,2.4,81 Marine Parade Central; # En; Marine Parade 440081,Chinese,440081
21 Seafood,2.5,212 Hougang Street 21; #01-347 530212,Seafood,530212
Crystal Jade Seafood Bbq,2.5,1202 East Coast Parkway; #01-01 East Coast Seafood Centre 449881,Seafood,449881
Newton Meng Kee Prawn Noodle House,2.5,1 Expo Drive; ﻿ Singapore Expo 486150,Chinese,486150
Tang Garden Restaurant,2.3,241 Jalan Ahmad Ibrahim; #01-05/13 The Village 629143,Chinese,629143
Ming Yen Restaurant,2.5,18 Raffles Quay; Stall 55/56/57 Lau Pa Sat Festival Market 048582,Chinese,048582
Lam's Salt Baked Chicken,2.5,80 Par; #B1-85 Park; Marine Parade 449269,Chinese,449269
Enak Enak Hongkong Tea House,2.4,342 Bedok Road 469520,Thai,469520
Kl Wanton Mee,2.5,8 Sentosa Gateway; Level 01 Resorts World; Sentosa 098269,Malaysian,098269
Yu Guan Cooked Food,2.4,2 Changi Village Road; 1-25 Changi Village Market Food Centre 500002,Seafood,500002
StraitsKitchen,3.9,10 Scotts Road; Level Grand Hyatt 228211,Singaporean,228211
Great Atlantis Seafood Restaurant,2.4,600 Ponggol Seventeenth Avenue; Marina Country Club 829734,Seafood,829734
A Fa Fish Soup,2.5,18 Raffles Quay; Stall 30 Lau Pa Sat Festival Market 048582,Seafood,048582
Bukit Batok Village Eating House,2.4,21 Bukit Batok Central; #01-02 659959,Chinese,659959
Fuji Duck,2.5,316 Bedok Road 469481,Teochew,469481
93 Wu Xiang Xia Bing,2.5,93 Toa Payoh Lorong 4; #01-33 Hawker Centre; 310093,Chinese,310093
Paddy Hills,4,38 South Buona Vista Road 118164,Chinese,118164
Ding Dong,3.8,115 Amoy Street; #01-02 069935,Singaporean,069935
Bincho,2.8,78 Moh Guan Terrace; #01-19 162078,Japanese,162078
Rise,3.8,10 Bayfront Avenue; Marina Bay Sands,Singaporean,Sands
Yan Ting,3.8,29 Tanglin Road; Level 1U; The St. Regis Singapore 247911,Continental,247911
ISteamboat Chinese Restaurant,3.9,6 Raffles Boulevard; #04-102A Marina Square 039594,Singaporean,039594
Wan Hao Chinese Restaurant,3.6,320 Orchard Road; Level 3 Singapore Marriott 238865,Chinese,238865
Hai Tien Lo,3.9,7 Raffles Boulevard; Level 3 Pan Pacific Hotel Singapore 039595,Chinese,039595
Jade,3.9,1 Fullerton Square; The Fullerton Hotel 049178,Cantonese,049178
Delicious Boneless Chicken Rice,4.1,865 Mountbatten Road; #B1-85/87 Katong Shopping Centre 437844,Singaporean,437844
Asia Grand Restaurant,3.8,331 North Bridge Road; #01-02 Odeon Towers 188720,Dim Sum,188720
Chatterbox,3.7,Level 5; Orchard Wing; 333 Orchard Road 238867,Chinese,238867
Ellenborough Market Cafe,3.5,20 Merchant Road; Level 1 Swissotel Merchant Court 058281,Chinese,058281
L'espresso,3.9,22 Scotts Road; Goodwood Park 228221,Cafe,228221
Li Bai Cantonese Restaurant,3.8,39 Scotts Road; Level 1 Sheraton Towers Hotel 228230,Cantonese,228230
Koufu,0,500 Toa Payoh Lorong 6; #02-30 310500,Chinese,310500
My Favourite Cafe,3.7,304 Orchard Road; #06-46/47 Lucky Plaza 238863,Singaporean,238863
Cherry Garden,4,5 Raffles Avenue; Level 5 Mandarin Oriental Singapore 039797,Chinese,039797
Jian Bo Shui Kweh,3.7,30 Seng Poh Road; #02-05 Tiong Bahru Market 168898,Singaporean,168898
No Signboard Seafood,2.9,1 Harbourfront Walk; #03-02 Vivo City 098585,Seafood,098585
The Square,3.7,177A River Valley Road; Level 7 Novotel Singapore Clarke Quay 179031,Singaporean,179031
Ah-tai Hainanese Chicken Rice,3.8,1 Kadayanallur Street; #01-07 Maxwell Food Centre 069184,Hainanese,069184
Hainanese Delicacy,3.6,14 Scotts Road; #05-116 Far East Plaza 228213,Hainanese,228213
Cafe Mosaic,3.5,76 Bras Basah Road; Level 1 Carlton Hotel 189558,Singaporean,189558
Qi - House of Sichuan,0,02-01 Marina Bay Link Mall; 8A Marina Boulevard; Singapore; Downtown Core; Singapore; Singapore,Chinese,Singapore
Forbidden Duck Singapore,0,02-02; 8A Marina Boulevard; Marina Bay Link Mall Singapore Downtown Core; Singapore; Singapore,Cantonese,Singapore
Owen Seafood Restaurant,3.5,200 Turf Club Road; #03-03 The Grandstand 287994,Seafood,287994
Lim's Fried Oyster,4,166 Jalan Besar; #01-32 Berseh Food Centre 208877,Singaporean,208877
Patara Fine Thai Cuisine,3.6,163 Tanglin Road; #03-14 Tanglin Mall; Tanglin 247933,Continental,247933
Old Hong Kong Kitchen,3.4,10 Sinaran Drive; #02-80 Square 2; Novena 307506,Cantonese,307506
Gokul Vegetarian Restaurant,4,19 Upper Dickson Road; Little India 207478,South Indian,207478
Azur Restaurant,3.5,75 Airport Boulevard; Level Crowne Plaza; Changi 819664,Singaporean,819664
Man Fu Yuan,3.9,80 Middle Road; L Inter Continental Singapore 188966,Chinese,188966
He Zhong Carrot Cake,3.7,51 Upper Bukit Timah Road; #02-185 Bukit Timah Market Food Centre 588172,Desserts,588172
Rasapura Masters,3.4,10 Bayfront Avenue; #B2-50 Marina Bay Sands; Dummy; Singapore,Singaporean,Singapore
Long Beach Dempsey,3.8,25 Dempsey Road; Singapore Civil Service Sports Club 249670,Seafood,249670
328 Katong Laksa,3.8,216 East Coast Road 428914,Peranakan,428914
Jb Ah Meng,3.9,2 Lorong 23 Geylang; New Good Place 388353,Singaporean,388353
Ng Ah Sio Pork Ribs Soup Eating House,3.5,208 Rangoon Road; Hong Building 218453,Singaporean,218453
Putien Restaurant,3.6,127 Kitchener Road 208514,Seafood,208514
STRAY by Fatcat,0,181 Orchard Road; #04-22A/23 Orchard Central; Singapore; Orchard; Singapore 238896,Chinese,238896
Asian Market Cafe,3.5,80 Bras Basah Road; Level 2 Fairmont Singapore 189560,Singaporean,189560
Meta Restaurant,4.7,9 Keong Saik Road 089117,Chinese,089117
My Cosy Corner,3.5,587 Bukit Timah Road; #02-02 Coronation Shopping Plaza 269707,Chinese,269707
Hua Kee Hougang Famous Wanton Mee,3.5,51 Old Airport Road Food Centre & Shopping Mall 390051,Singaporean,390051
Imperial Treasure Fine Shanghai Cuisine,4.1,391 Orchard Road; #04-22 Ngee Ann City 238872,Chinese,238872
Ristorante Pietrasanta,3.9,5b Portsdown Road; #01-03 139311,Chinese,139311
Old School Delights,3.7,215M Upper Thomson Road; Thomson Ridge 574349,Singaporean,574349
Sifu,3.5,200 Victoria Street; #01-69 Bugis Junction 188021,Dim Sum,188021
Street 50 Restaurant & Bar,3.5,50 Telok Blangah Road; Bay Hotel 098828,Singaporean,098828
Yuan Chun Famous Lor Mee,3.6,7 Maxwell Road; #02-79/80 Amoy Street Food Centre 069111,Singaporean,069111
Xi Xiang Feng,3.7,724 Ang Mo Kio Avenue 6; #01-23 Market & Food Centre 560724,Singaporean,560724
Foong Kee Coffee Shop,3.6,6 Keong Saik Road 089114,Singaporean,089114
Dazzling Cafe Pink,3.8,#01-12; #01-13; #01-14 Orchard Gateway 238858,Cafe,238858
Thai Hao Chi Mookata,4.2,908 Upper Thomson Road; 787111,Chinese,787111
Chey Sua Carrot Cake,3.8,127 Lorong 1 Toa Payoh; #02-30 Toa Payoh West Market & Food Centre 310127,Singaporean,310127
Chinatown Seafood Restaurant,4,2 Trengganu Street,Seafood,Street
Gu Ma Jia,3.6,45 Tai Thong Crescent; Sennett Estate 347866,Singaporean,347866
Ah Hoi's Kitchen,3.5,1A Cuscaden Road 249716,Singaporean,249716
Spices Cafe,3.8,100 Orchard Road; Concorde Hotel Singapore 238840,Singaporean,238840
Colbar,3.5,9A Whitchurch Road; Wessex Estate 138839,Singaporean,138839
Boon Kee,2.6,448 Clementi Avenue 3; #01-40 Clementi Market & Food Centre; Clementi 120448,Asian,120448
Claypot Laksa,3.6,120 Bukit Merah Lane 1; #01-75 Alexandra Village Food Centre 150120,Chinese,150120
Swee Choon Tim Sum Restaurant,4.5,183-191 Jalan Besar 208882,Singaporean,208882
Guang Ji Bao Zai,3.6,6 Jalan Bukit Merah; #01-135 Abc Brickworks Food Centre 150006,Singaporean,150006
Tao Seafood Asia,3.8,12 Marina View; #02-10 Asia Square Tower 2 018961,Chinese,018961
Hong Ji Claypot Bak Kut Teh,3.6,19 Marsiling Lane; #01-329 730019,Chinese,730019
Xiu Ji Ikan Bilis Yong Tau F,3.5,335 Smith Street; #02- Chinatown Complex Market 050335,Singaporean,050335
It's All About Taste,3.8,170 Bencoolen Street 189657,Singaporean,189657
Poy Kee Yong Tau Foo,3.5,32 New Market Road; #01-1084 People's Park Complex Food Centre 050032,Singaporean,050032
Eminent Frog Porridge,4,269/323 Geylang Road; #01-17 389359,Seafood,389359
Hougang Muah Chee,0,480 Toa Payoh North; #B1-01 HDB Hub Gourmet Paradise Food Court Stall 21; Singapore 310480,Chinese,310480
Golden Shoe Nasi Lemak,3.8,50 Market Street; #02-14 Golden Shoe 048940,Singaporean,048940
Sinpopo Brand,3.5,458 Joo Chiat Road 427671,Chinese,427671
Tiong Bahru Hainanese Boneless Chicken Rice,3.9,30 Seng Poh Road; #02-82 Tiong Bahru Market 168898,Hainanese,168898
Blue Bali On Cluny,3.6,1D Cluny Road; Level 1 Campus 259600,Chinese,259600
Sin Kee Famous Chicken Rice,4.2,159 Mei Chin Road; #02-22 Food Centre 140159,Chinese,140159
Depot Road Zhen Shan Mei Claypot Laksa,0,120 Bukit Merah Lane 1; #01-75 Alexandra Village; Singapore 151120,Chinese,151120
Sri Menanti Food Stall,0,254 Jurong East Street 24; Bukit Batok; Singapore 600254,Chinese,600254
Xing Ji Ruo Cuo Mian,0,Bedok North Street 4; Singapore 460085,Chinese,460085
Soon Li Yong Tau Foo,3.6,115 Bukit Merah View; #01-78 Hawker; Bukit Merah; Bukit Merah; Singapore 151115,Singaporean,151115
Imperial Treasure Super Peking Duck Restaurant,3.5,290 Orchard Road; #05-42/45 The Paragon; 238859,Continental,238859
Fei Fei Wanton Mee,2.8,62 Joo Chiat Place; Sin Wah Coffeeshop 427785,Singaporean,427785
Pecori Japanese Egg Restaurant,3.9,177 River Valley Road; #b1-47 Liang Court Shopping Centre 179030,French,179030
Kim's Place Seafood Restaurant,3.5,43 Joo Chiat Place 427767,Seafood,427767
Nam Kee Fried Prawn Noodle,3.8,448 Clementi Avenue 3; #01-12 Market & Food Centre; Clementi 120448,Singaporean,120448
Balestier Road Hoover Rojak,3.8,90 Whampoa Drive; #01-06 Whampoa Food Centre 320090,Asian,320090
Wang Tian Kitchen,0,3 Kampong Bahru Road 169340,Chinese,169340
Just Steam,0,776 North Bridge Road; Rochor; Singapore,Seafood,Singapore
Hainanese Chicken Rice,0,75 Lorong 5 Toa Payoh; #01-332M; Lorong 5 Toa Payoh Food Centre; 310075,Hainanese,310075
Yong Ji Char Kuay Teow,0,Jurong Point; 63 Jurong West,Chinese,West
Wang Tian Kitchen,0,3 Kampong Bahru Road 169340,Chinese,169340
Teochew Satay Bee Hoon,0,51 Hougang Avenue 9; #01-14 Ci Yuan Hawker Centre,Teochew,Centre
Hong Wen Mutton Soup,0,144 Upper Bukit Timah Road; Level 4 D Centre,Chinese,Centre
London Fat Duck,0,1 Harbourfront Walk; #B2-29 098585,Chinese,098585
Sugar Granny Cafe,4.1,5 Teo Hong Road 088323,Chinese,088323
Face To Face Noodle House,3.9,180 Kitchener Road; #02-23/24 City Square Mall 208539,Singaporean,208539
Tian Tian Lai Fried Hokkien Prawn Mee,3.8,127 Lorong 1 Toa Payoh; #02-27 Toa Payoh West Market; Toa Payoh 310127,Singaporean,310127
Creatures,3.9,120 Desker Road; Conservation Area; Desker Road 209639,Singaporean,209639
Ying Yi Kway Chap Braised Duck,3.8,Ang Mo Kio Avenue 10 Block 527 #01-145 560527,Chinese,560527
Al-Amin Indian Muslim Food,4.5,500 Clemenceau Avenue; #01-26 Newton Circus Food Centre 229495,Indonesian,229495
Yet Con Restaurant,2.9,25 Purvis Street 188602,Hainanese,188602
Peramakan,3.6,10 Bukit Chermin Road; Level 3 Keppel Club 109918,Chinese,109918
Loy Kee Chicken Rice,3.7,342 Balestier Road 329774,Singaporean,329774
Din Tai Fung,3.6,176 Orchard Road; #02-55; Orchard; Singapore,Taiwanese,Singapore
Blanco Court Prawn Mee,3.9,243 Beach Road; #01-01 189754,Chinese,189754
I Want My Noodle,3.7,1 Scotts Road; #03-14/15 Shaw Centre 228208,Fusion,228208
The Blue Ginger Restaurant,4,97 Tanjong Pagar Road 088518,Peranakan,088518
Quality Cafe,3.4,201 Balestier Road; Quality Hotel Marlow 329926,Asian,329926
Switzer Alliance,4.6,590 Toa Payoh East; Volkswagen Golf Centre 319134,Singaporean,319134
Eng Ho Fried Hokkien Prawn Mee,3.6,409 Ang Mo Kio Avenue 10; #01-34 Teck Ghee Square Food Centre 560409,Hokkien,560409
Blue Lotus - Chinese Eating House,4.1,31 Ocean Way; #01-13 Quayside Isle 098375,Singaporean,098375
Wah Kee Big Prawn Noodles,3.6,41a Cambridge Road; #01-15 Pek Kio Market & Food Centre 211041,Seafood,211041
Flavours At Zhongshan Park,3.6,16 Ah Hood Road; Level 1 Ramada Singapore; Novena; Singapore 329982,Chinese,329982
Hong Seng Curry Rice,4.2,#01-74; Redhill Food Centre; Block 85 Redhill Lane; 150085,Chinese,150085
Crab Party,3.4,100 Yio Chu Kang Road 545576,Chinese,545576
Escape Restaurant & Lounge,3.6,1 Farrer Park Station Road; Level ; One Farrer Hotel & Spa 217562,Singaporean,217562
Noo Cheng Adam Road Prawn Mee,3.6,70 Zion Road; Stall 4 Zion Riverside Food Centre 247792,Singaporean,247792
Two Fat Men,3.7,376 East Coast Road 428984,Chinese,428984
Kai Garden,3.8,6 Raffles Boulevard; #03-128A/B; Marina Square 039594,Teppanyaki,039594
Soon Heng Pork & Fish Porridge,3.7,7 Maxwell Road; #01-36 Amoy Street Food Centre 069111,Seafood,069111
White Restaurant,3.6,22 Jalan Tampang; Garden Arcade; Sembawang; Sembawang; Singapore 758966,Singaporean,758966
Sin Heng Claypot Bak Koot Teh,3.6,439 Joo Chiat Road 427652,Singaporean,427652
Lucky Wanton Noodle,4.3,6 Tanjong Pagar Plaza; #02-32 Tanjong Pagar 081006,Singaporean,081006
Jew Kit Restaurant,3.9,105 Killiney Road 239546,Hainanese,239546
Teochew Handmade Pau,4,127 Lorong 1 Toa Payoh; #02-02 Toa Payoh 310127,Singaporean,310127
Goldleaf Restaurant,3.5,103 Amoy Street; #01-00 Telok Ayer Conservation Area 069923,Taiwanese,069923
Alex's Eating House,3.6,87 Beach Road; #01-01 Chye Sing Building 189695,Singaporean,189695
The Magic Of Chongqing Hot Pot,3.5,19 Tanglin Road; #04-06/07 Tanglin Shopping Centre; Orchard 247909,Chinese,247909
Kite,4.1,53 Craig Road; #01-01 089691,Singaporean,089691
Fifth Season Tangra Chinese,3.6,28; Race Course Road; Little India 218550,Chinese,218550
Fatt Kee,4,270 Queen Street; #01-68 Albert Centre Market & Food Centre 180270,Singaporean,180270
Eng Seng Restaurant,3.5,247 Joo Chiat Place,Seafood,Place
G7 Sinma Live Bull Frog Claypot Porridge,3.9,3 Cheong Chin Nam Road,Singaporean,Road
Mei Zhen Hakka Delicacies,3.6,320 Shunfu Road; #02-26 Shunfu Mart Food Centre 570320,Singaporean,570320
Xin Mei Xiang Lor Mee,4,51 Old Airport Road Food Centre & Shopping Mall; #01-116 390051,Singaporean,390051
No 18 Zion Road Fried Kway Teow,3.9,70 Zion Road 247792,Singaporean,247792
Noodle Cafe - Thai Boat Noodle,3.6,5001 Beach Road; #B1-08 Golden Mile Complex 199588,Chinese,199588
Vanabhojanam,3.6,101 Syed Alwi Road; #02-01 207677,South Indian,207677
Toa Payoh Rojak,3.8,51 Old Airport Road; #01-108 Food Centre 390051,Singaporean,390051
Lai Heng Mushroom Minced Meat Mee,4.1,51 Toa Payoh; #01-62 310051,Singaporean,310051
Chin Mee Chin Confectionery,3.4,204 East Coast Road; . 428903,Chinese,428903
Noo Cheng Adam Road Prawn Noodle,3.6,2 Adam Road; #01-27 Food Centre 289876,Singaporean,289876
Quayside Seafood Restaurant,3.5,3A River Valley Road; Clarke Quay 179020,Indonesian,179020
Chin Chin Eating House,3.6,19 Purvis Street 188598,Hainanese,188598
You Tiao Man,4.1,127 Toa Payoh Lorong 1; #02-05 Toa Payoh West Market & Food Centre 310127,Singaporean,310127
No Signboard Seafood Restaurant,3.6,414 Geylang Road; 389392,Seafood,389392
Mattar Road Seafood Barbecue,3.9,51 Old Airport Road Food Centre & Shopping Mall; #01-63 390051,Chinese,390051
Mad Nest,2.9,378/380 East Coast Road 428985,Thai,428985
Create Healthy Lifestyle,3.6,190 Middle Road; #02-17 Fortune Centre 188979,Healthy Food,188979
Ah Hoe Mee Pok,4.1,710 Clementi West Street 2; Weng Kwang Coffee House 120710,Singaporean,120710
Famous Sungei Road Trishaw Laksa,4,347 Jurong East Avenue 1 #01-207 600347,Peranakan,600347
Imperial Treasure Fine Chinese Cuisine,3.4,10 Bayfront Avenue; L2-04 Marina Bay Sands,Chinese,Sands
Jalan Sultan Prawn Mee,4,2 Jalan Ayer 389141,Singaporean,389141
Hong Ji Mian Shi Jia,3.4,79 Telok Blangah Drive; #01-05 100079,Cantonese,100079
Pepper Bowl,4.2,7 Maxwell Road; #02-102 Amoy Street Food Centre 069111,Singaporean,069111
Wu Bing Er Yu,4.2,261 Joo Chiat Road 427515,Singaporean,427515
Mu Liang Zai Liang Kee Restaurant,3.5,719 Havelock Road 169644,Singaporean,169644
Soon Wah Fishball Kway Teow Mee,4.1,500 Clemenceau Avenue; #01-69 Newton Circus Food Centre 229495,Seafood,229495
Spice Brasserie,3.9,181 Kitchener Road 208533,Singaporean,208533
Shi Xiang Satay,4.2,335 Smith Street; #02-79 Chinatown Complex Market 050335,Singaporean,050335
Abdhus Salam Rojak,3.9,503 West Coast Drive; #01-73 Ayer Rajah Food Centre 120503,Indian,120503
